,Year,Team,GP,GS,MPG,FG%,3P%,FT%,RPG,APG,SPG,BPG,PPG
0,1983–84,Central Arkansas,20.0,1.0,,0.456,,0.684,3.0,0.7,0.4,0.4,4.3
1,1984–85,Central Arkansas,19.0,19.0,,0.564,,0.676,9.2,1.6,1.8,1.2,18.5
2,1985–86,Central Arkansas,29.0,29.0,,0.556,,0.686,9.2,3.5,2.3,0.6,19.8
3,1986–87,Central Arkansas,25.0,25.0,,0.592,0.575,0.719,10.0,4.3,3.1,1.4,23.6
