,Year,Team,GP,GS,MPG,FG%,3P%,FT%,RPG,APG,SPG,BPG,PPG
0,2015,Milwaukee,6.0,6.0,33.5,0.366,0.0,0.739,7.0,2.7,0.5,1.5,11.5
1,2017,Milwaukee,6.0,6.0,40.5,0.536,0.4,0.543,9.5,4.0,2.2,1.7,24.8
2,2018,Milwaukee,7.0,7.0,40.0,0.57,0.286,0.691,9.6,6.3,1.4,0.9,25.7
3,2019,Milwaukee,15.0,15.0,34.3,0.492,0.327,0.637,12.3,4.9,1.1,2.0,25.5
4,2020,Milwaukee,9.0,9.0,30.8,0.559,0.325,0.58,13.8,5.7,0.7,0.9,26.7
5,2021,Milwaukee,21.0,21.0,38.1,0.569,0.186,0.587,12.8,5.1,1.0,1.2,30.2
