,Year,Team,GP,GS,MPG,FG%,3P%,FT%,RPG,APG,SPG,BPG,PPG
0,2008–09,Weber State,31.0,26.0,29.4,0.434,0.374,0.841,3.9,2.9,1.1,0.2,11.5
1,2009–10,Weber State,31.0,31.0,34.3,0.431,0.393,0.853,4.0,3.6,1.1,0.1,19.9
2,2010–11,Weber State,10.0,9.0,28.5,0.438,0.345,0.857,3.8,3.3,1.4,0.2,17.7
3,2011–12,Weber State,32.0,32.0,34.5,0.467,0.409,0.887,5.0,4.0,1.5,0.2,24.5
